TIMESTAMP,FORECAST
20131108 0:00,0.8745845
20131108 1:00,0.8595436
20131108 2:00,0.8582693
20131108 3:00,0.8595609
20131108 4:00,0.884453
20131108 5:00,0.8908629
20131108 6:00,0.8484232
20131108 7:00,0.8120434
20131108 8:00,0.77268803
20131108 9:00,0.6868036
20131108 10:00,0.5876295
20131108 11:00,0.5017731
20131108 12:00,0.4341064
20131108 13:00,0.3900432
20131108 14:00,0.3633461
20131108 15:00,0.25479358
20131108 16:00,0.19125786
20131108 17:00,0.20033717
20131108 18:00,0.23252925
20131108 19:00,0.18711561
20131108 20:00,0.17297807
20131108 21:00,0.2954322
20131108 22:00,0.4564708
20131108 23:00,0.51272964
20131109 0:00,0.4721164
20131109 1:00,0.47094464
20131109 2:00,0.4998805
20131109 3:00,0.552534
20131109 4:00,0.6120634
20131109 5:00,0.6406917
20131109 6:00,0.6473229
20131109 7:00,0.65882653
20131109 8:00,0.69447917
20131109 9:00,0.66222143
20131109 10:00,0.5246031
20131109 11:00,0.45632023
20131109 12:00,0.40971476
20131109 13:00,0.40662897
20131109 14:00,0.51777774
20131109 15:00,0.49022818
20131109 16:00,0.43934226
20131109 17:00,0.4202054
20131109 18:00,0.41758102
20131109 19:00,0.41177964
20131109 20:00,0.4259163
20131109 21:00,0.4938681
20131109 22:00,0.5885761
20131109 23:00,0.5846221
20131110 0:00,0.5399172
20131110 1:00,0.59101474
20131110 2:00,0.58004224
20131110 3:00,0.5581706
20131110 4:00,0.5585253
20131110 5:00,0.58501565
20131110 6:00,0.60995525
20131110 7:00,0.62152
20131110 8:00,0.5914491
20131110 9:00,0.4386738
20131110 10:00,0.37388116
20131110 11:00,0.44254524
20131110 12:00,0.5763016
20131110 13:00,0.49643177
20131110 14:00,0.4461289
20131110 15:00,0.40498716
20131110 16:00,0.36667174
20131110 17:00,0.3139028
20131110 18:00,0.2428833
20131110 19:00,0.19271874
20131110 20:00,0.21312888
20131110 21:00,0.2863537
20131110 22:00,0.33410147
20131110 23:00,0.45398998
20131111 0:00,0.48304045
20131111 1:00,0.4243607
20131111 2:00,0.42614353
20131111 3:00,0.47573972
20131111 4:00,0.5156174
20131111 5:00,0.53314924
20131111 6:00,0.5423781
20131111 7:00,0.5588796
20131111 8:00,0.51628745
20131111 9:00,0.32257015
20131111 10:00,0.23580092
20131111 11:00,0.41082782
20131111 12:00,0.444076
20131111 13:00,0.3036573
20131111 14:00,0.21669494
20131111 15:00,0.13277403
20131111 16:00,0.10282947
20131111 17:00,0.0999711
20131111 18:00,0.101025626
20131111 19:00,0.09737626
20131111 20:00,0.0912696
20131111 21:00,0.1413883
20131111 22:00,0.20616695
20131111 23:00,0.36127788
20131112 0:00,0.43078023
20131112 1:00,0.4713446
20131112 2:00,0.48860216
20131112 3:00,0.53158414
20131112 4:00,0.5483594
20131112 5:00,0.5662313
20131112 6:00,0.59413147
20131112 7:00,0.6191275
20131112 8:00,0.6587898
20131112 9:00,0.6572205
20131112 10:00,0.5840791
20131112 11:00,0.48548192
20131112 12:00,0.41213942
20131112 13:00,0.33614427
20131112 14:00,0.2661146
20131112 15:00,0.21619458
20131112 16:00,0.1738492
20131112 17:00,0.15320387
20131112 18:00,0.14074726
20131112 19:00,0.11917767
20131112 20:00,0.090722166
20131112 21:00,0.23320162
20131112 22:00,0.12080839
20131112 23:00,0.04391867
20131113 0:00,0.042642534
20131113 1:00,0.040094525
20131113 2:00,0.043220952
20131113 3:00,0.09736982
20131113 4:00,0.21257372
20131113 5:00,0.3079393
20131113 6:00,0.37198818
20131113 7:00,0.40374184
20131113 8:00,0.43149227
20131113 9:00,0.43141162
20131113 10:00,0.55691904
20131113 11:00,0.530091
20131113 12:00,0.40998042
20131113 13:00,0.33163893
20131113 14:00,0.36062607
20131113 15:00,0.44637167
20131113 16:00,0.43943232
20131113 17:00,0.4116937
20131113 18:00,0.38794124
20131113 19:00,0.39308554
20131113 20:00,0.4125272
20131113 21:00,0.44568205
20131113 22:00,0.4162162
20131113 23:00,0.2836342
20131114 0:00,0.107654475
20131114 1:00,0.050570577
20131114 2:00,0.24336776
20131114 3:00,0.46679944
20131114 4:00,0.55413926
20131114 5:00,0.5341162
20131114 6:00,0.4586329
20131114 7:00,0.39449573
20131114 8:00,0.32854438
20131114 9:00,0.14800517
20131114 10:00,0.1851888
20131114 11:00,0.30002743
20131114 12:00,0.5766292
20131114 13:00,0.6468393
20131114 14:00,0.6487859
20131114 15:00,0.6284961
20131114 16:00,0.5589616
20131114 17:00,0.50354284
20131114 18:00,0.55592054
20131114 19:00,0.5694554
20131114 20:00,0.5677948
20131114 21:00,0.62335694
20131114 22:00,0.6648898
20131114 23:00,0.7099898
20131115 0:00,0.67894775
20131115 1:00,0.5334338
20131115 2:00,0.32609236
20131115 3:00,0.050125994
20131115 4:00,0.040516853
20131115 5:00,0.039900996
20131115 6:00,0.038941517
20131115 7:00,0.04178615
20131115 8:00,0.07840337
20131115 9:00,0.05687444
20131115 10:00,0.058837272
20131115 11:00,0.104127035
20131115 12:00,0.24550691
20131115 13:00,0.5106849
20131115 14:00,0.73231655
20131115 15:00,0.72416663
20131115 16:00,0.70240283
20131115 17:00,0.67205304
20131115 18:00,0.65137976
20131115 19:00,0.6476472
20131115 20:00,0.6523008
20131115 21:00,0.64485735
20131115 22:00,0.66681737
20131115 23:00,0.61958903
20131116 0:00,0.54422003
20131116 1:00,0.32947218
20131116 2:00,0.22030069
20131116 3:00,0.23315412
20131116 4:00,0.2820417
20131116 5:00,0.3799436
20131116 6:00,0.46437997
20131116 7:00,0.52257335
20131116 8:00,0.5515272
20131116 9:00,0.47328943
20131116 10:00,0.41495043
20131116 11:00,0.4204039
20131116 12:00,0.49017745
20131116 13:00,0.47473758
20131116 14:00,0.43322492
20131116 15:00,0.38228112
20131116 16:00,0.32091653
20131116 17:00,0.2906924
20131116 18:00,0.29833388
20131116 19:00,0.30508727
20131116 20:00,0.32908106
20131116 21:00,0.4158013
20131116 22:00,0.4787541
20131116 23:00,0.49317068
20131117 0:00,0.43669844
20131117 1:00,0.30154562
20131117 2:00,0.28411484
20131117 3:00,0.24881342
20131117 4:00,0.20503661
20131117 5:00,0.18110651
20131117 6:00,0.19347535
20131117 7:00,0.21815197
20131117 8:00,0.24437451
20131117 9:00,0.12544145
20131117 10:00,0.19860886
20131117 11:00,0.26495662
20131117 12:00,0.24697185
20131117 13:00,0.21565473
20131117 14:00,0.20227036
20131117 15:00,0.17284527
20131117 16:00,0.14818458
20131117 17:00,0.122748874
20131117 18:00,0.13009867
20131117 19:00,0.18713889
20131117 20:00,0.17899755
20131117 21:00,0.25627685
20131117 22:00,0.2985356
20131117 23:00,0.4457333
20131118 0:00,0.370858
20131118 1:00,0.34080166
20131118 2:00,0.29529345
20131118 3:00,0.26342794
20131118 4:00,0.24462834
20131118 5:00,0.22466767
20131118 6:00,0.20371124
20131118 7:00,0.21018025
20131118 8:00,0.2514085
20131118 9:00,0.2413972
20131118 10:00,0.23555915
20131118 11:00,0.22320947
20131118 12:00,0.039891794
20131118 13:00,0.24500561
20131118 14:00,0.20553517
20131118 15:00,0.2259441
20131118 16:00,0.30730307
20131118 17:00,0.3587069
20131118 18:00,0.37027824
20131118 19:00,0.37483275
20131118 20:00,0.37690544
20131118 21:00,0.4523769
20131118 22:00,0.48584467
20131118 23:00,0.609834
20131119 0:00,0.7056303
20131119 1:00,0.63713545
20131119 2:00,0.57422984
20131119 3:00,0.51015025
20131119 4:00,0.49713528
20131119 5:00,0.47864097
20131119 6:00,0.46325934
20131119 7:00,0.46122605
20131119 8:00,0.3672377
20131119 9:00,0.11545819
20131119 10:00,0.5216768
20131119 11:00,0.43501645
20131119 12:00,0.42845416
20131119 13:00,0.5519879
20131119 14:00,0.59081954
20131119 15:00,0.39732015
20131119 16:00,0.47839612
20131119 17:00,0.47029185
20131119 18:00,0.40580434
20131119 19:00,0.29474634
20131119 20:00,0.36712465
20131119 21:00,0.27991977
20131119 22:00,0.3771205
20131119 23:00,0.4137671
20131120 0:00,0.4891737
20131120 1:00,0.16860065
20131120 2:00,0.16808788
20131120 3:00,0.34614336
20131120 4:00,0.53388023
20131120 5:00,0.5930793
20131120 6:00,0.5848668
20131120 7:00,0.5926607
20131120 8:00,0.618819
20131120 9:00,0.7844984
20131120 10:00,0.7491746
20131120 11:00,0.63271934
20131120 12:00,0.53496075
20131120 13:00,0.44496036
20131120 14:00,0.42025346
20131120 15:00,0.40694767
20131120 16:00,0.36959922
20131120 17:00,0.25135815
20131120 18:00,0.26186967
20131120 19:00,0.26741162
20131120 20:00,0.32199007
20131120 21:00,0.42573142
20131120 22:00,0.3923474
20131120 23:00,0.35951054
20131121 0:00,0.28839022
20131121 1:00,0.1604242
20131121 2:00,0.27259532
20131121 3:00,0.3936265
20131121 4:00,0.45913863
20131121 5:00,0.4912287
20131121 6:00,0.5096354
20131121 7:00,0.5474291
20131121 8:00,0.6267057
20131121 9:00,0.6400045
20131121 10:00,0.5298183
20131121 11:00,0.46789265
20131121 12:00,0.4197272
20131121 13:00,0.3564263
20131121 14:00,0.2651766
20131121 15:00,0.27235603
20131121 16:00,0.20522393
20131121 17:00,0.14594519
20131121 18:00,0.11660467
20131121 19:00,0.097028
20131121 20:00,0.15186629
20131121 21:00,0.2569938
20131121 22:00,0.4210465
20131121 23:00,0.41645372
20131122 0:00,0.38253212
20131122 1:00,0.44364613
20131122 2:00,0.45422155
20131122 3:00,0.44732404
20131122 4:00,0.47958356
20131122 5:00,0.5458542
20131122 6:00,0.6097771
20131122 7:00,0.6379197
20131122 8:00,0.6495896
20131122 9:00,0.6282497
20131122 10:00,0.59683067
20131122 11:00,0.532035
20131122 12:00,0.4332618
20131122 13:00,0.35882545
20131122 14:00,0.30982375
20131122 15:00,0.26530343
20131122 16:00,0.2606832
20131122 17:00,0.24808134
20131122 18:00,0.25059587
20131122 19:00,0.24943748
20131122 20:00,0.24775052
20131122 21:00,0.3307209
20131122 22:00,0.4945088
20131122 23:00,0.5475293
20131123 0:00,0.47795993
20131123 1:00,0.48974866
20131123 2:00,0.43127602
20131123 3:00,0.42149103
20131123 4:00,0.4370374
20131123 5:00,0.4671772
20131123 6:00,0.46691543
20131123 7:00,0.4973716
20131123 8:00,0.60195893
20131123 9:00,0.6012171
20131123 10:00,0.45397967
20131123 11:00,0.4089169
20131123 12:00,0.3207605
20131123 13:00,0.31196174
20131123 14:00,0.35287482
20131123 15:00,0.35068607
20131123 16:00,0.36952937
20131123 17:00,0.35208577
20131123 18:00,0.30806768
20131123 19:00,0.2749107
20131123 20:00,0.32572246
20131123 21:00,0.42790085
20131123 22:00,0.42800134
20131123 23:00,0.35920227
20131124 0:00,0.26752728
20131124 1:00,0.09174977
20131124 2:00,0.051130936
20131124 3:00,0.0752978
20131124 4:00,0.123048514
20131124 5:00,0.1733473
20131124 6:00,0.21766384
20131124 7:00,0.26170033
20131124 8:00,0.27623284
20131124 9:00,0.2708148
20131124 10:00,0.29922682
20131124 11:00,0.40036368
20131124 12:00,0.4538197
20131124 13:00,0.49927092
20131124 14:00,0.5027917
20131124 15:00,0.4800871
20131124 16:00,0.4451962
20131124 17:00,0.41755128
20131124 18:00,0.38952282
20131124 19:00,0.390156
20131124 20:00,0.41435426
20131124 21:00,0.47089463
20131124 22:00,0.50553316
20131124 23:00,0.5117601
20131125 0:00,0.42026842
20131125 1:00,0.18268225
20131125 2:00,0.045262963
20131125 3:00,0.0411691
20131125 4:00,0.040313736
20131125 5:00,0.03983204
20131125 6:00,0.03944864
20131125 7:00,0.0397024
20131125 8:00,0.041194253
20131125 9:00,0.051384106
20131125 10:00,0.26195344
20131125 11:00,0.39566964
20131125 12:00,0.34029162
20131125 13:00,0.371714
20131125 14:00,0.43201506
20131125 15:00,0.46888363
20131125 16:00,0.47693306
20131125 17:00,0.48411864
20131125 18:00,0.4758559
20131125 19:00,0.46775645
20131125 20:00,0.43284285
20131125 21:00,0.49877554
20131125 22:00,0.53334796
20131125 23:00,0.5156483
20131126 0:00,0.39219195
20131126 1:00,0.099331796
20131126 2:00,0.050200425
20131126 3:00,0.043812007
20131126 4:00,0.04402736
20131126 5:00,0.061483815
20131126 6:00,0.10961671
20131126 7:00,0.16721791
20131126 8:00,0.21799225
20131126 9:00,0.13136254
20131126 10:00,0.2367507
20131126 11:00,0.44449633
20131126 12:00,0.57542783
20131126 13:00,0.47998214
20131126 14:00,0.49277014
20131126 15:00,0.52584517
20131126 16:00,0.5663194
20131126 17:00,0.6055862
20131126 18:00,0.60503155
20131126 19:00,0.5978768
20131126 20:00,0.6029733
20131126 21:00,0.6754959
20131126 22:00,0.6541845
20131126 23:00,0.7308321
20131127 0:00,0.78764737
20131127 1:00,0.7220574
20131127 2:00,0.67687505
20131127 3:00,0.6633732
20131127 4:00,0.65902466
20131127 5:00,0.64375144
20131127 6:00,0.6015978
20131127 7:00,0.55123574
20131127 8:00,0.46518952
20131127 9:00,0.092864946
20131127 10:00,0.22502849
20131127 11:00,0.5895798
20131127 12:00,0.5399901
20131127 13:00,0.47258407
20131127 14:00,0.38100713
20131127 15:00,0.07151424
20131127 16:00,0.041344777
20131127 17:00,0.043300837
20131127 18:00,0.04348083
20131127 19:00,0.043174557
20131127 20:00,0.042313464
20131127 21:00,0.0457609
20131127 22:00,0.5258434
20131127 23:00,0.74160725
20131128 0:00,0.75284016
20131128 1:00,0.49559522
20131128 2:00,0.70911163
20131128 3:00,0.53122234
20131128 4:00,0.5434393
20131128 5:00,0.63819826
20131128 6:00,0.54183865
20131128 7:00,0.28306335
20131128 8:00,0.3997879
20131128 9:00,0.39316046
20131128 10:00,0.4965216
20131128 11:00,0.48020327
20131128 12:00,0.4754004
20131128 13:00,0.5961684
20131128 14:00,0.5951157
20131128 15:00,0.5665411
20131128 16:00,0.5911074
20131128 17:00,0.5660334
20131128 18:00,0.61093587
20131128 19:00,0.6206182
20131128 20:00,0.6278754
20131128 21:00,0.7027182
20131128 22:00,0.7331696
20131128 23:00,0.7160208
20131129 0:00,0.6821926
20131129 1:00,0.6273754
20131129 2:00,0.5650544
20131129 3:00,0.54364437
20131129 4:00,0.54839146
20131129 5:00,0.5475303
20131129 6:00,0.55733097
20131129 7:00,0.58111197
20131129 8:00,0.6111107
20131129 9:00,0.57021064
20131129 10:00,0.443622
20131129 11:00,0.4822179
20131129 12:00,0.5518676
20131129 13:00,0.6097669
20131129 14:00,0.65219796
20131129 15:00,0.6876945
20131129 16:00,0.6925606
20131129 17:00,0.6949201
20131129 18:00,0.7178486
20131129 19:00,0.7553464
20131129 20:00,0.7708337
20131129 21:00,0.80983955
20131129 22:00,0.8851201
20131129 23:00,0.89647967
20131130 0:00,0.8865664
20131130 1:00,0.8048843
20131130 2:00,0.76519275
20131130 3:00,0.6798746
20131130 4:00,0.6398902
20131130 5:00,0.6235257
20131130 6:00,0.6087292
20131130 7:00,0.6021926
20131130 8:00,0.6402779
20131130 9:00,0.5013081
20131130 10:00,0.49839765
20131130 11:00,0.58176255
20131130 12:00,0.64293265
20131130 13:00,0.6872651
20131130 14:00,0.76090664
20131130 15:00,0.8228859
20131130 16:00,0.7532254
20131130 17:00,0.66817075
20131130 18:00,0.7349959
20131130 19:00,0.75419873
20131130 20:00,0.8518891
20131130 21:00,0.9042468
20131130 22:00,0.8769625
20131130 23:00,0.8007767
20131201 0:00,0.671596
